pruid,prename,report_date,numtotal_all_administered,as_of_date,updated,numdelta_all_administered,numavglast7_all_administered
46,Manitoba,8/11/2021,1844193,8/10/2021,1,3089,3933.6
13,New Brunswick,8/11/2021,1061825,8/9/2021,1,2155,2524.7
10,Newfoundland and Labrador,8/11/2021,719153,8/10/2021,1,11382,5757.7
11,Prince Edward Island,8/11/2021,216469,8/7/2021,0,,1669
61,Northwest Territories,8/11/2021,64729,8/7/2021,0,,61.9
62,Nunavut,8/11/2021,43158,8/10/2021,0,,63.3
60,Yukon,8/11/2021,64058,8/9/2021,0,,70.7
1,Canada,8/12/2021,51094567,8/12/2021,1,152371,145047.9
24,Quebec,8/12/2021,11616214,8/11/2021,1,44137,44662.4
35,Ontario,8/12/2021,20047911,8/11/2021,1,49167,48241
59,British Columbia,8/12/2021,7141196,8/12/2021,1,26946,25162
48,Alberta,8/12/2021,5415497,8/11/2021,1,9145,8606.1
47,Saskatchewan,8/12/2021,1439277,8/11/2021,1,2755,2351
12,Nova Scotia,8/12/2021,1403617,8/11/2021,1,2951,3421.9
46,Manitoba,8/12/2021,1847321,8/11/2021,1,3128,3663.4
13,New Brunswick,8/12/2021,1064911,8/10/2021,1,3086,2434.9
10,Newfoundland and Labrador,8/12/2021,724037,8/11/2021,1,4884,4675.9
11,Prince Edward Island,8/12/2021,222436,8/11/2021,1,5967,1641.4
61,Northwest Territories,8/12/2021,64729,8/7/2021,0,,61.9
62,Nunavut,8/12/2021,43158,8/10/2021,0,,63.3
60,Yukon,8/12/2021,64263,8/11/2021,1,205,62.7
1,Canada,8/13/2021,51241615,8/13/2021,1,147048,141005.4
24,Quebec,8/13/2021,11665257,8/12/2021,1,49043,44057.7
35,Ontario,8/13/2021,20096593,8/12/2021,1,48682,47484.9
59,British Columbia,8/13/2021,7164020,8/13/2021,1,22824,24416.6
48,Alberta,8/13/2021,5423834,8/12/2021,1,8337,8318.1
47,Saskatchewan,8/13/2021,1441816,8/12/2021,1,2539,2184.1
12,Nova Scotia,8/13/2021,1403617,8/11/2021,0,,2340.7
46,Manitoba,8/13/2021,1853251,8/12/2021,1,5930,3419.9
13,New Brunswick,8/13/2021,1068501,8/11/2021,1,3590,2419.1
10,Newfoundland and Labrador,8/13/2021,730140,8/12/2021,1,6103,4535
11,Prince Edward Island,8/13/2021,222436,8/11/2021,0,,1641.4
61,Northwest Territories,8/13/2021,64729,8/7/2021,0,,61.9
62,Nunavut,8/13/2021,43158,8/10/2021,0,,63.3
60,Yukon,8/13/2021,64263,8/11/2021,0,,62.7
1,Canada,8/14/2021,51294520,8/14/2021,1,52905,139344.4
24,Quebec,8/14/2021,11665257,8/12/2021,0,,44057.7
35,Ontario,8/14/2021,20146936,8/13/2021,1,50343,45956.6
59,British Columbia,8/14/2021,7164020,8/13/2021,0,,24416.6
48,Alberta,8/14/2021,5423834,8/12/2021,0,,8318.1
47,Saskatchewan,8/14/2021,1444378,8/13/2021,1,2562,2051.4
12,Nova Scotia,8/14/2021,1403617,8/11/2021,0,,2340.7
46,Manitoba,8/14/2021,1853251,8/12/2021,0,,3419.9
13,New Brunswick,8/14/2021,1068501,8/11/2021,0,,2419.1
10,Newfoundland and Labrador,8/14/2021,730140,8/12/2021,0,,4535
11,Prince Edward Island,8/14/2021,222436,8/11/2021,0,,1641.4
61,Northwest Territories,8/14/2021,64729,8/7/2021,0,,61.9
62,Nunavut,8/14/2021,43158,8/10/2021,0,,63.3
60,Yukon,8/14/2021,64263,8/11/2021,0,,62.7
1,Canada,8/15/2021,51337710,8/15/2021,1,43190,138441.3
24,Quebec,8/15/2021,11665257,8/12/2021,0,,44057.7
35,Ontario,8/15/2021,20187843,8/14/2021,1,40907,45090.4
59,British Columbia,8/15/2021,7164020,8/13/2021,0,,24416.6
48,Alberta,8/15/2021,5423834,8/12/2021,0,,8318.1
47,Saskatchewan,8/15/2021,1446661,8/14/2021,1,2283,2014.4
12,Nova Scotia,8/15/2021,1403617,8/11/2021,0,,2340.7
46,Manitoba,8/15/2021,1853251,8/12/2021,0,,3419.9
13,New Brunswick,8/15/2021,1068501,8/11/2021,0,,2419.1
10,Newfoundland and Labrador,8/15/2021,730140,8/12/2021,0,,4535
11,Prince Edward Island,8/15/2021,222436,8/11/2021,0,,1641.4
61,Northwest Territories,8/15/2021,64729,8/7/2021,0,,61.9
62,Nunavut,8/15/2021,43158,8/10/2021,0,,63.3
60,Yukon,8/15/2021,64263,8/11/2021,0,,62.7
1,Canada,8/16/2021,51619511,8/16/2021,1,281801,135867.4
24,Quebec,8/16/2021,11813442,8/15/2021,1,148185,45734.4
35,Ontario,8/16/2021,20213876,8/15/2021,1,26033,44531
59,British Columbia,8/16/2021,7230961,8/15/2021,1,66941,23317.6
48,Alberta,8/16/2021,5443763,8/15/2021,1,19929,7649.1
47,Saskatchewan,8/16/2021,1447827,8/15/2021,1,1166,2010
12,Nova Scotia,8/16/2021,1409739,8/15/2021,1,6122,2104
46,Manitoba,8/16/2021,1860920,8/15/2021,1,7669,3258.7
13,New Brunswick,8/16/2021,1073519,8/14/2021,1,5018,2194.1
10,Newfoundland and Labrador,8/16/2021,730140,8/12/2021,0,,3195.6
11,Prince Edward Island,8/16/2021,222436,8/11/2021,0,,1641.4
61,Northwest Territories,8/16/2021,65467,8/14/2021,1,738,105.4
62,Nunavut,8/16/2021,43158,8/10/2021,0,,63.3
60,Yukon,8/16/2021,64263,8/11/2021,0,,62.7
1,Canada,8/17/2021,51756915,8/17/2021,1,137404,136600.4
24,Quebec,8/17/2021,11857273,8/16/2021,1,43831,46061.3
35,Ontario,8/17/2021,20254502,8/16/2021,1,40626,43437.9
59,British Columbia,8/17/2021,7248039,8/16/2021,1,17078,22900.4
48,Alberta,8/17/2021,5451895,8/16/2021,1,8132,7612
47,Saskatchewan,8/17/2021,1448368,8/16/2021,1,541,1965.4
12,Nova Scotia,8/17/2021,1411383,8/16/2021,1,1644,1981.1
46,Manitoba,8/17/2021,1863425,8/16/2021,1,2505,3188.7
13,New Brunswick,8/17/2021,1074131,8/15/2021,1,612,2065.9
10,Newfoundland and Labrador,8/17/2021,747176,8/16/2021,1,17036,5629.3
11,Prince Edward Island,8/17/2021,227230,8/14/2021,1,4794,1537.3
61,Northwest Territories,8/17/2021,65467,8/14/2021,0,,105.4
62,Nunavut,8/17/2021,43628,8/17/2021,1,470,67.1
60,Yukon,8/17/2021,64398,8/17/2021,1,135,48.6
1,Canada,8/18/2021,51881002,8/18/2021,1,124087,134115.1
24,Quebec,8/18/2021,11899841,8/17/2021,1,42568,46823.4
35,Ontario,8/18/2021,20295518,8/17/2021,1,41016,42396.3
59,British Columbia,8/18/2021,7265222,8/17/2021,1,17183,21567.4
48,Alberta,8/18/2021,5459338,8/17/2021,1,7443,7569.4
47,Saskatchewan,8/18/2021,1450358,8/17/2021,1,1990,1976.6
12,Nova Scotia,8/18/2021,1414357,8/17/2021,1,2974,1955.9
46,Manitoba,8/18/2021,1865774,8/17/2021,1,2349,3083
13,New Brunswick,8/18/2021,1077871,8/16/2021,1,3740,2292.3
10,Newfoundland and Labrador,8/18/2021,752000,8/17/2021,1,4824,4692.4
11,Prince Edward Island,8/18/2021,227230,8/14/2021,0,,1537.3
61,Northwest Territories,8/18/2021,65467,8/14/2021,0,,105.4
62,Nunavut,8/18/2021,43628,8/17/2021,0,,67.1
60,Yukon,8/18/2021,64398,8/17/2021,0,,48.6
1,Canada,8/19/2021,52017756,8/19/2021,1,136754,131884.1
24,Quebec,8/19/2021,11943853,8/18/2021,1,44012,46805.6
35,Ontario,8/19/2021,20341063,8/18/2021,1,45545,41878.9
59,British Columbia,8/19/2021,7280835,8/18/2021,1,15613,19948.4
48,Alberta,8/19/2021,5469437,8/18/2021,1,10099,7705.7
47,Saskatchewan,8/19/2021,1453199,8/18/2021,1,2841,1988.9
12,Nova Scotia,8/19/2021,1418472,8/18/2021,1,4115,2122.1
46,Manitoba,8/19/2021,1868726,8/18/2021,1,2952,3057.9
13,New Brunswick,8/19/2021,1079755,8/17/2021,1,1884,2120.6
10,Newfoundland and Labrador,8/19/2021,755985,8/18/2021,1,3985,4564
11,Prince Edward Island,8/19/2021,232741,8/18/2021,1,5511,1472.1
61,Northwest Territories,8/19/2021,65467,8/14/2021,0,,105.4
62,Nunavut,8/19/2021,43628,8/17/2021,0,,67.1
60,Yukon,8/19/2021,64595,8/19/2021,1,197,47.4
1,Canada,8/20/2021,52144015,8/20/2021,1,126259,128914.3
24,Quebec,8/20/2021,11985074,8/19/2021,1,41221,45688.1
35,Ontario,8/20/2021,20386811,8/19/2021,1,45748,41459.7
59,British Columbia,8/20/2021,7296096,8/19/2021,1,15261,18868
48,Alberta,8/20/2021,5477098,8/19/2021,1,7661,7609.1
47,Saskatchewan,8/20/2021,1454742,8/19/2021,1,1543,1846.6
12,Nova Scotia,8/20/2021,1422963,8/19/2021,1,4491,2763.7
46,Manitoba,8/20/2021,1872086,8/19/2021,1,3360,2690.7
13,New Brunswick,8/20/2021,1082569,8/18/2021,1,2814,2009.7
10,Newfoundland and Labrador,8/20/2021,760145,8/19/2021,1,4160,4286.4
11,Prince Edward Island,8/20/2021,232741,8/18/2021,0,,1472.1
61,Northwest Territories,8/20/2021,65467,8/14/2021,0,,105.4
62,Nunavut,8/20/2021,43628,8/17/2021,0,,67.1
60,Yukon,8/20/2021,64595,8/19/2021,0,,47.4
1,Canada,8/21/2021,52194708,8/21/2021,1,50693,128598.3
24,Quebec,8/21/2021,11985074,8/19/2021,0,,45688.1
35,Ontario,8/21/2021,20433440,8/20/2021,1,46629,40929.1
59,British Columbia,8/21/2021,7296096,8/19/2021,0,,18868
48,Alberta,8/21/2021,5477098,8/19/2021,0,,7609.1
47,Saskatchewan,8/21/2021,1458806,8/20/2021,1,4064,2061.1
12,Nova Scotia,8/21/2021,1422963,8/19/2021,0,,2763.7
46,Manitoba,8/21/2021,1872086,8/19/2021,0,,2690.7
13,New Brunswick,8/21/2021,1082569,8/18/2021,0,,2009.7
10,Newfoundland and Labrador,8/21/2021,760145,8/19/2021,0,,4286.4
11,Prince Edward Island,8/21/2021,232741,8/18/2021,0,,1472.1
61,Northwest Territories,8/21/2021,65467,8/14/2021,0,,105.4
62,Nunavut,8/21/2021,43628,8/17/2021,0,,67.1
60,Yukon,8/21/2021,64595,8/19/2021,0,,47.4
1,Canada,8/22/2021,52230423,8/22/2021,1,35715,127530.4
24,Quebec,8/22/2021,11985074,8/19/2021,0,,45688.1
35,Ontario,8/22/2021,20466975,8/21/2021,1,33535,39876
59,British Columbia,8/22/2021,7296096,8/19/2021,0,,18868
48,Alberta,8/22/2021,5477098,8/19/2021,0,,7609.1
47,Saskatchewan,8/22/2021,1460986,8/21/2021,1,2180,2046.4
12,Nova Scotia,8/22/2021,1422963,8/19/2021,0,,2763.7
46,Manitoba,8/22/2021,1872086,8/19/2021,0,,2690.7
13,New Brunswick,8/22/2021,1082569,8/18/2021,0,,2009.7
10,Newfoundland and Labrador,8/22/2021,760145,8/19/2021,0,,4286.4
11,Prince Edward Island,8/22/2021,232741,8/18/2021,0,,1472.1
61,Northwest Territories,8/22/2021,65467,8/14/2021,0,,105.4
62,Nunavut,8/22/2021,43628,8/17/2021,0,,67.1
60,Yukon,8/22/2021,64595,8/19/2021,0,,47.4
1,Canada,8/23/2021,52441903,8/23/2021,1,211480,117484.6
24,Quebec,8/23/2021,12098681,8/22/2021,1,113607,40748.4
35,Ontario,8/23/2021,20489564,8/22/2021,1,22589,39384
59,British Columbia,8/23/2021,7336796,8/22/2021,1,40700,15119.3
48,Alberta,8/23/2021,5495479,8/22/2021,1,18381,7388
47,Saskatchewan,8/23/2021,1460986,8/21/2021,0,,1879.9
12,Nova Scotia,8/23/2021,1422963,8/19/2021,0,,1889.1
46,Manitoba,8/23/2021,1879534,8/22/2021,1,7448,2659.1
13,New Brunswick,8/23/2021,1086655,8/21/2021,1,4086,1876.6
10,Newfoundland and Labrador,8/23/2021,764814,8/22/2021,1,4669,4953.4
11,Prince Edward Island,8/23/2021,232741,8/18/2021,0,,1472.1
61,Northwest Territories,8/23/2021,65467,8/14/2021,0,,0
62,Nunavut,8/23/2021,43628,8/17/2021,0,,67.1
60,Yukon,8/23/2021,64595,8/19/2021,0,,47.4
1,Canada,8/24/2021,52560450,8/24/2021,1,118547,114790.7
24,Quebec,8/24/2021,12131278,8/23/2021,1,32597,39143.6
35,Ontario,8/24/2021,20526219,8/23/2021,1,36655,38816.7
59,British Columbia,8/24/2021,7351471,8/23/2021,1,14675,14776
48,Alberta,8/24/2021,5503259,8/23/2021,1,7780,7337.7
47,Saskatchewan,8/24/2021,1462380,8/23/2021,1,1394,2001.7
12,Nova Scotia,8/24/2021,1427747,8/23/2021,1,4784,2337.7
46,Manitoba,8/24/2021,1882097,8/23/2021,1,2563,2667.4
13,New Brunswick,8/24/2021,1097337,8/22/2021,1,10682,3315.1
10,Newfoundland and Labrador,8/24/2021,767054,8/23/2021,1,2240,2839.7
11,Prince Edward Island,8/24/2021,236434,8/21/2021,1,3693,1314.9
61,Northwest Territories,8/24/2021,66295,8/21/2021,1,828,118.3
62,Nunavut,8/24/2021,44122,8/23/2021,1,494,70.6
60,Yukon,8/24/2021,64757,8/21/2021,1,162,51.3
1,Canada,8/25/2021,52665317,8/25/2021,1,104867,112045
24,Quebec,8/25/2021,12158956,8/24/2021,1,27678,37016.4
35,Ontario,8/25/2021,20566473,8/24/2021,1,40254,38707.9
59,British Columbia,8/25/2021,7369741,8/24/2021,1,18270,14931.3
48,Alberta,8/25/2021,5511274,8/24/2021,1,8015,7419.4
47,Saskatchewan,8/25/2021,1464324,8/24/2021,1,1944,1995.1
12,Nova Scotia,8/25/2021,1431376,8/24/2021,1,3629,2431.3
46,Manitoba,8/25/2021,1884604,8/24/2021,1,2507,2690
13,New Brunswick,8/25/2021,1099907,8/23/2021,1,2570,3148
10,Newfoundland and Labrador,8/25/2021,767054,8/23/2021,0,,2150.6
11,Prince Edward Island,8/25/2021,236434,8/21/2021,0,,1314.9
61,Northwest Territories,8/25/2021,66295,8/21/2021,0,,118.3
62,Nunavut,8/25/2021,44122,8/23/2021,0,,70.6
60,Yukon,8/25/2021,64757,8/21/2021,0,,51.3
1,Canada,8/26/2021,52787898,8/26/2021,1,122581,110020.3
24,Quebec,8/26/2021,12191955,8/25/2021,1,32999,35443.1
35,Ontario,8/26/2021,20605405,8/25/2021,1,38932,37763.1
59,British Columbia,8/26/2021,7390103,8/25/2021,1,20362,15609.7
48,Alberta,8/26/2021,5520209,8/25/2021,1,8935,7253.1
47,Saskatchewan,8/26/2021,1466779,8/25/2021,1,2455,1940
12,Nova Scotia,8/26/2021,1435958,8/25/2021,1,4582,2498
46,Manitoba,8/26/2021,1887865,8/25/2021,1,3261,2734.1
13,New Brunswick,8/26/2021,1101497,8/24/2021,1,1590,3106
10,Newfoundland and Labrador,8/26/2021,773070,8/25/2021,1,6016,2440.7
11,Prince Edward Island,8/26/2021,239883,8/25/2021,1,3449,1020.3
61,Northwest Territories,8/26/2021,66295,8/21/2021,0,,118.3
62,Nunavut,8/26/2021,44122,8/23/2021,0,,70.6
60,Yukon,8/26/2021,64757,8/21/2021,0,,23.1
1,Canada,8/27/2021,52902389,8/27/2021,1,114491,108339.1
24,Quebec,8/27/2021,12227291,8/26/2021,1,35336,34602.4
35,Ontario,8/27/2021,20641600,8/26/2021,1,36195,36398.4
59,British Columbia,8/27/2021,7408715,8/26/2021,1,18612,16088.4
48,Alberta,8/27/2021,5528420,8/26/2021,1,8211,7331.7
47,Saskatchewan,8/27/2021,1469601,8/26/2021,1,2822,2122.7
12,Nova Scotia,8/27/2021,1439698,8/26/2021,1,3740,2390.7
46,Manitoba,8/27/2021,1891468,8/26/2021,1,3603,2768.9
13,New Brunswick,8/27/2021,1104142,8/25/2021,1,2645,3081.9
10,Newfoundland and Labrador,8/27/2021,776397,8/26/2021,1,3327,2321.7
11,Prince Edward Island,8/27/2021,239883,8/25/2021,0,,1020.3
61,Northwest Territories,8/27/2021,66295,8/21/2021,0,,118.3
62,Nunavut,8/27/2021,44122,8/23/2021,0,,70.6
60,Yukon,8/27/2021,64757,8/21/2021,0,,23.1
1,Canada,8/28/2021,52943158,8/28/2021,1,40769,106921.4
24,Quebec,8/28/2021,12227291,8/26/2021,0,,34602.4
35,Ontario,8/28/2021,20679316,8/27/2021,1,37716,35125.1
59,British Columbia,8/28/2021,7408715,8/26/2021,0,,16088.4
48,Alberta,8/28/2021,5528420,8/26/2021,0,,7331.7
47,Saskatchewan,8/28/2021,1472272,8/27/2021,1,2671,1923.7
12,Nova Scotia,8/28/2021,1439698,8/26/2021,0,,2390.7
46,Manitoba,8/28/2021,1891468,8/26/2021,0,,2768.9
13,New Brunswick,8/28/2021,1104142,8/25/2021,0,,3081.9
10,Newfoundland and Labrador,8/28/2021,776397,8/26/2021,0,,2321.7
11,Prince Edward Island,8/28/2021,239883,8/25/2021,0,,1020.3
61,Northwest Territories,8/28/2021,66295,8/21/2021,0,,118.3
62,Nunavut,8/28/2021,44122,8/23/2021,0,,70.6
60,Yukon,8/28/2021,65139,8/26/2021,1,382,77.7
1,Canada,8/29/2021,52975100,8/29/2021,1,31942,106382.4
24,Quebec,8/29/2021,12227291,8/26/2021,0,,34602.4
35,Ontario,8/29/2021,20709011,8/28/2021,1,29695,34576.6
59,British Columbia,8/29/2021,7408715,8/26/2021,0,,16088.4
48,Alberta,8/29/2021,5528420,8/26/2021,0,,7331.7
47,Saskatchewan,8/29/2021,1474519,8/28/2021,1,2247,1933.3
12,Nova Scotia,8/29/2021,1439698,8/26/2021,0,,2390.7
46,Manitoba,8/29/2021,1891468,8/26/2021,0,,2768.9
13,New Brunswick,8/29/2021,1104142,8/25/2021,0,,3081.9
10,Newfoundland and Labrador,8/29/2021,776397,8/26/2021,0,,2321.7
11,Prince Edward Island,8/29/2021,239883,8/25/2021,0,,1020.3
61,Northwest Territories,8/29/2021,66295,8/21/2021,0,,118.3
62,Nunavut,8/29/2021,44122,8/23/2021,0,,70.6
60,Yukon,8/29/2021,65139,8/26/2021,0,,77.7
1,Canada,8/30/2021,53173384,8/30/2021,1,198284,104497.3
24,Quebec,8/30/2021,12316461,8/29/2021,1,89170,31111.4
35,Ontario,8/30/2021,20726778,8/29/2021,1,17767,33887.7
59,British Columbia,8/30/2021,7453107,8/29/2021,1,44392,16615.9
48,Alberta,8/30/2021,5551932,8/29/2021,1,23512,8064.7
47,Saskatchewan,8/30/2021,1475692,8/29/2021,1,1173,2100.9
12,Nova Scotia,8/30/2021,1443183,8/29/2021,1,3485,2888.6
46,Manitoba,8/30/2021,1900265,8/29/2021,1,8797,2961.6
13,New Brunswick,8/30/2021,1110159,8/28/2021,1,6017,3357.7
10,Newfoundland and Labrador,8/30/2021,780368,8/29/2021,1,3971,2222
11,Prince Edward Island,8/30/2021,239883,8/25/2021,0,,1020.3
61,Northwest Territories,8/30/2021,66295,8/21/2021,0,,118.3
62,Nunavut,8/30/2021,44122,8/23/2021,0,,70.6
60,Yukon,8/30/2021,65139,8/26/2021,0,,77.7
1,Canada,8/31/2021,53257056,8/31/2021,1,83672,99515.1
24,Quebec,8/31/2021,12340055,8/30/2021,1,23594,29825.3
35,Ontario,8/31/2021,20757954,8/30/2021,1,31176,33105
59,British Columbia,8/31/2021,7463858,8/30/2021,1,10751,16055.3
48,Alberta,8/31/2021,5559321,8/30/2021,1,7389,8008.9
47,Saskatchewan,8/31/2021,1476374,8/30/2021,1,682,1999.1
12,Nova Scotia,8/31/2021,1444741,8/30/2021,1,1558,2427.7
46,Manitoba,8/31/2021,1903598,8/30/2021,1,3333,3071.6
13,New Brunswick,8/31/2021,1112456,8/29/2021,1,2297,2159.9
10,Newfoundland and Labrador,8/31/2021,780368,8/29/2021,0,,1902
11,Prince Edward Island,8/31/2021,241495,8/28/2021,1,1612,723
61,Northwest Territories,8/31/2021,67111,8/28/2021,1,816,116.6
62,Nunavut,8/31/2021,44564,8/30/2021,1,442,63.1
60,Yukon,8/31/2021,65161,8/30/2021,1,22,57.7
1,Canada,9/1/2021,53355354,9/1/2021,1,98298,98576.7
24,Quebec,9/1/2021,12366735,8/31/2021,1,26680,29682.7
35,Ontario,9/1/2021,20792657,8/31/2021,1,34703,32312
59,British Columbia,9/1/2021,7479315,8/31/2021,1,15457,15653.4
48,Alberta,9/1/2021,5566535,8/31/2021,1,7214,7894.4
47,Saskatchewan,9/1/2021,1478163,8/31/2021,1,1789,1977
12,Nova Scotia,9/1/2021,1446800,8/31/2021,1,2059,2203.4
46,Manitoba,9/1/2021,1906312,8/31/2021,1,2714,3101.1
13,New Brunswick,9/1/2021,1115414,8/30/2021,1,2958,2215.3
10,Newfoundland and Labrador,9/1/2021,785092,8/31/2021,1,4724,2576.9
11,Prince Edward Island,9/1/2021,241495,8/28/2021,0,,723
61,Northwest Territories,9/1/2021,67111,8/28/2021,0,,116.6
62,Nunavut,9/1/2021,44564,8/30/2021,0,,63.1
60,Yukon,9/1/2021,65161,8/30/2021,0,,57.7
1,Canada,9/2/2021,53449847,9/2/2021,1,94493,94564.1
24,Quebec,9/2/2021,12389585,9/1/2021,1,22850,28232.9
35,Ontario,9/2/2021,20827809,9/1/2021,1,35152,31772
59,British Columbia,9/2/2021,7494567,9/1/2021,1,15252,14923.4
48,Alberta,9/2/2021,5574762,9/1/2021,1,8227,7793.3
47,Saskatchewan,9/2/2021,1481096,9/1/2021,1,2933,2045.3
12,Nova Scotia,9/2/2021,1449655,9/1/2021,1,2855,1956.7
46,Manitoba,9/2/2021,1909852,9/1/2021,1,3540,3141
13,New Brunswick,9/2/2021,1116866,8/31/2021,1,1452,2195.6
10,Newfoundland and Labrador,9/2/2021,785092,8/31/2021,0,,1717.4
11,Prince Edward Island,9/2/2021,243650,9/1/2021,1,2155,538.1
61,Northwest Territories,9/2/2021,67111,8/28/2021,0,,116.6
62,Nunavut,9/2/2021,44564,8/30/2021,0,,63.1
60,Yukon,9/2/2021,65238,9/1/2021,1,77,68.7
1,Canada,9/3/2021,53559981,9/3/2021,1,110134,93941.7
24,Quebec,9/3/2021,12418711,9/2/2021,1,29126,27345.7
35,Ontario,9/3/2021,20871664,9/2/2021,1,43855,32866.3
59,British Columbia,9/3/2021,7509127,9/2/2021,1,14560,14344.6
48,Alberta,9/3/2021,5583842,9/2/2021,1,9080,7917.4
47,Saskatchewan,9/3/2021,1483812,9/2/2021,1,2716,2030.1
12,Nova Scotia,9/3/2021,1451801,9/2/2021,1,2146,1729
46,Manitoba,9/3/2021,1914532,9/2/2021,1,4680,3294.9
13,New Brunswick,9/3/2021,1119321,9/1/2021,1,2455,2168.4
10,Newfoundland and Labrador,9/3/2021,786493,9/1/2021,1,1401,1442.3
11,Prince Edward Island,9/3/2021,243650,9/1/2021,0,,538.1
61,Northwest Territories,9/3/2021,67111,8/28/2021,0,,116.6
62,Nunavut,9/3/2021,44564,8/30/2021,0,,63.1
60,Yukon,9/3/2021,65353,9/2/2021,1,115,85.1
1,Canada,9/4/2021,53608679,9/4/2021,1,48698,95074.4
24,Quebec,9/4/2021,12418711,9/2/2021,0,,27345.7
35,Ontario,9/4/2021,20917550,9/3/2021,1,45886,34033.4
59,British Columbia,9/4/2021,7509127,9/2/2021,0,,14344.6
48,Alberta,9/4/2021,5583842,9/2/2021,0,,7917.4
47,Saskatchewan,9/4/2021,1486624,9/3/2021,1,2812,2050.3
12,Nova Scotia,9/4/2021,1451801,9/2/2021,0,,1729
46,Manitoba,9/4/2021,1914532,9/2/2021,0,,3294.9
13,New Brunswick,9/4/2021,1119321,9/1/2021,0,,2168.4
10,Newfoundland and Labrador,9/4/2021,786493,9/1/2021,0,,1442.3
11,Prince Edward Island,9/4/2021,243650,9/1/2021,0,,538.1
61,Northwest Territories,9/4/2021,67111,8/28/2021,0,,116.6
62,Nunavut,9/4/2021,44564,8/30/2021,0,,63.1
60,Yukon,9/4/2021,65353,9/2/2021,0,,30.6
1,Canada,9/5/2021,53643618,9/5/2021,1,34939,95502.6
24,Quebec,9/5/2021,12418711,9/2/2021,0,,27345.7
35,Ontario,9/5/2021,20950000,9/4/2021,1,32450,34427
59,British Columbia,9/5/2021,7509127,9/2/2021,0,,14344.6
48,Alberta,9/5/2021,5583842,9/2/2021,0,,7917.4
47,Saskatchewan,9/5/2021,1489113,9/4/2021,1,2489,2084.9
12,Nova Scotia,9/5/2021,1451801,9/2/2021,0,,1729
46,Manitoba,9/5/2021,1914532,9/2/2021,0,,3294.9
13,New Brunswick,9/5/2021,1119321,9/1/2021,0,,2168.4
10,Newfoundland and Labrador,9/5/2021,786493,9/1/2021,0,,1442.3
11,Prince Edward Island,9/5/2021,243650,9/1/2021,0,,538.1
61,Northwest Territories,9/5/2021,67111,8/28/2021,0,,116.6
62,Nunavut,9/5/2021,44564,8/30/2021,0,,63.1
60,Yukon,9/5/2021,65353,9/2/2021,0,,30.6
1,Canada,9/6/2021,53646851,9/6/2021,1,3233,67638.1
24,Quebec,9/6/2021,12418711,9/2/2021,0,,14607.1
35,Ontario,9/6/2021,20950000,9/4/2021,0,,31888.9
59,British Columbia,9/6/2021,7509127,9/2/2021,0,,8002.9
48,Alberta,9/6/2021,5583842,9/2/2021,0,,4558.6
47,Saskatchewan,9/6/2021,1490119,9/5/2021,1,1006,2061
12,Nova Scotia,9/6/2021,1451801,9/2/2021,0,,1231.1
46,Manitoba,9/6/2021,1914532,9/2/2021,0,,2038.1
13,New Brunswick,9/6/2021,1119321,9/1/2021,0,,1308.9
10,Newfoundland and Labrador,9/6/2021,788720,9/2/2021,1,2227,1193.1
11,Prince Edward Island,9/6/2021,243650,9/1/2021,0,,538.1
61,Northwest Territories,9/6/2021,67111,8/28/2021,0,,116.6
62,Nunavut,9/6/2021,44564,8/30/2021,0,,63.1
60,Yukon,9/6/2021,65353,9/2/2021,0,,30.6
1,Canada,9/7/2021,53847126,9/7/2021,1,200275,84295.7
24,Quebec,9/7/2021,12497942,9/6/2021,1,79231,22555.3
35,Ontario,9/7/2021,20985716,9/6/2021,1,35716,32537.4
59,British Columbia,9/7/2021,7545871,9/6/2021,1,36744,11716.1
48,Alberta,9/7/2021,5611168,9/6/2021,1,27326,7406.7
47,Saskatchewan,9/7/2021,1490413,9/6/2021,1,294,2005.6
12,Nova Scotia,9/7/2021,1454814,9/6/2021,1,3013,1439
46,Manitoba,9/7/2021,1925656,9/6/2021,1,11124,3151.1
13,New Brunswick,9/7/2021,1123235,9/5/2021,1,3914,1539.9
10,Newfoundland and Labrador,9/7/2021,790433,9/6/2021,1,1713,1437.9
11,Prince Edward Island,9/7/2021,244813,9/4/2021,1,1163,474
61,Northwest Territories,9/7/2021,67111,8/28/2021,0,,0
62,Nunavut,9/7/2021,44564,8/30/2021,0,,0
60,Yukon,9/7/2021,65390,9/7/2021,1,37,32.7
1,Canada,9/8/2021,53924959,9/8/2021,1,77833,81372.1
24,Quebec,9/8/2021,12517931,9/7/2021,1,19989,21599.4
35,Ontario,9/8/2021,21023890,9/7/2021,1,38174,33033.3
59,British Columbia,9/8/2021,7557556,9/7/2021,1,11685,11177.3
48,Alberta,9/8/2021,5611168,9/6/2021,0,,6376.1
47,Saskatchewan,9/8/2021,1490806,9/7/2021,1,393,1806.1
12,Nova Scotia,9/8/2021,1456631,9/7/2021,1,1817,1404.4
46,Manitoba,9/8/2021,1927978,9/7/2021,1,2322,3095.1
13,New Brunswick,9/8/2021,1124216,9/6/2021,1,981,1257.4
10,Newfoundland and Labrador,9/8/2021,791974,9/7/2021,1,1541,983.1
11,Prince Edward Island,9/8/2021,244813,9/4/2021,0,,474
61,Northwest Territories,9/8/2021,67601,9/4/2021,1,490,70
62,Nunavut,9/8/2021,44923,9/7/2021,1,359,51.3
