pruid,prename,report_date,numtotal_all_administered,as_of_date,updated,numdelta_all_administered,numavglast7_all_administered
48,Alberta,3/3/2021,255283,3/2/2021,1,10229,11677.71429
47,Saskatchewan,3/3/2021,81597,3/3/2021,1,1361,2838.142857
12,Nova Scotia,3/3/2021,35291,3/2/2021,1,1820,1110
46,Manitoba,3/3/2021,80171,3/2/2021,1,1966,2543.714286
13,New Brunswick,3/3/2021,33741,2/28/2021,0,,1060.571429
10,Newfoundland and Labrador,3/3/2021,24757,3/3/2021,1,8299,1185.571429
11,Prince Edward Island,3/3/2021,12596,2/27/2021,0,,272.1428571
61,Northwest Territories,3/3/2021,19775,2/27/2021,0,,802.5714286
62,Nunavut,3/3/2021,13393,3/3/2021,1,906,680.1428571
60,Yukon,3/3/2021,18158,3/3/2021,1,990,855
1,Canada,3/4/2021,2169417,3/4/2021,1,77717,80425.57143
24,Quebec,3/4/2021,490504,3/3/2021,1,17794,17789.42857
35,Ontario,3/4/2021,784828,3/3/2021,1,30409,28445.85714
59,British Columbia,3/4/2021,298851,3/4/2021,1,9042,10642.42857
48,Alberta,3/4/2021,266231,3/3/2021,1,10948,12210.85714
47,Saskatchewan,3/4/2021,84090,3/4/2021,1,2493,3106.857143
12,Nova Scotia,3/4/2021,37590,3/3/2021,1,2299,1374.857143
46,Manitoba,3/4/2021,82579,3/3/2021,1,2408,2658.428571
13,New Brunswick,3/4/2021,33741,2/28/2021,0,,1060.571429
10,Newfoundland and Labrador,3/4/2021,24757,3/3/2021,0,,1185.571429
11,Prince Edward Island,3/4/2021,13281,3/3/2021,1,685,235.8571429
61,Northwest Territories,3/4/2021,19775,2/27/2021,0,,474.4285714
62,Nunavut,3/4/2021,13753,3/4/2021,1,360,731.5714286
60,Yukon,3/4/2021,19437,3/4/2021,1,1279,859.1428571
1,Canada,3/5/2021,2255174,3/4/2021,1,85757,85554.42857
24,Quebec,3/5/2021,510479,3/4/2021,1,19975,19081.28571
35,Ontario,3/5/2021,820714,3/4/2021,1,35886,31123.71429
59,British Columbia,3/5/2021,311208,3/5/2021,1,12357,11476.14286
48,Alberta,3/5/2021,275719,3/4/2021,1,9488,12735.28571
47,Saskatchewan,3/5/2021,86879,3/5/2021,1,2789,3362
12,Nova Scotia,3/5/2021,38676,3/4/2021,1,1086,1348.428571
46,Manitoba,3/5/2021,84937,3/4/2021,1,2358,2652.142857
13,New Brunswick,3/5/2021,33741,2/28/2021,0,,1060.571429
10,Newfoundland and Labrador,3/5/2021,24757,3/3/2021,0,,1185.571429
11,Prince Edward Island,3/5/2021,13281,3/3/2021,0,,235.8571429
61,Northwest Territories,3/5/2021,19775,2/27/2021,0,,474.4285714
62,Nunavut,3/5/2021,13911,3/5/2021,1,158,754.1428571
60,Yukon,3/5/2021,21097,3/5/2021,1,1660,961.8571429
1,Canada,3/8/2021,2465435,3/8/2021,1,210261,107744.2857
24,Quebec,3/8/2021,564302,3/7/2021,1,53823,25318
35,Ontario,3/8/2021,912486,3/7/2021,1,91772,41503.71429
59,British Columbia,3/8/2021,333327,3/8/2021,1,22119,13349.14286
48,Alberta,3/8/2021,297692,3/7/2021,1,21973,14588.57143
47,Saskatchewan,3/8/2021,92776,3/8/2021,1,5897,3905.714286
12,Nova Scotia,3/8/2021,39444,3/7/2021,1,768,1242.285714
46,Manitoba,3/8/2021,90927,3/7/2021,1,5990,3123.857143
13,New Brunswick,3/8/2021,38483,2/28/2021,1,4742,1738
10,Newfoundland and Labrador,3/8/2021,24757,3/3/2021,0,,1185.571429
11,Prince Edward Island,3/8/2021,13281,3/3/2021,0,,157.8571429
61,Northwest Territories,3/8/2021,19775,2/27/2021,0,,474.4285714
62,Nunavut,3/8/2021,14664,3/8/2021,1,753,861.7142857
60,Yukon,3/8/2021,23521,3/8/2021,1,2424,1192.428571
1,Canada,3/9/2021,2543253,3/9/2021,1,77818,109264
24,Quebec,3/9/2021,581028,3/8/2021,1,16726,25784.28571
35,Ontario,3/9/2021,943533,3/8/2021,1,31047,42824
59,British Columbia,3/9/2021,343381,3/9/2021,1,10054,13001.14286
48,Alberta,3/9/2021,303823,3/8/2021,1,6131,13789
47,Saskatchewan,3/9/2021,93512,3/9/2021,1,736,3437.285714
12,Nova Scotia,3/9/2021,40231,3/8/2021,1,787,1173.142857
46,Manitoba,3/9/2021,92753,3/8/2021,1,1826,3040.571429
13,New Brunswick,3/9/2021,38483,3/7/2021,0,,1738
10,Newfoundland and Labrador,3/9/2021,24757,3/3/2021,0,,1185.571429
11,Prince Edward Island,3/9/2021,14189,3/6/2021,1,908,287.5714286
61,Northwest Territories,3/9/2021,28208,3/6/2021,1,8433,1679.142857
62,Nunavut,3/9/2021,14943,3/9/2021,1,279,901.5714286
60,Yukon,3/9/2021,24412,3/9/2021,1,891,1319.714286
1,Canada,3/10/2021,2630153,3/10/2021,1,86900,96489.28571
24,Quebec,3/10/2021,599833,3/9/2021,1,18805,23002.57143
35,Ontario,3/10/2021,978797,3/9/2021,1,35264,39157.42857
59,British Columbia,3/10/2021,355340,3/10/2021,1,11959,11379.85714
48,Alberta,3/10/2021,308962,3/9/2021,1,5139,10493.42857
47,Saskatchewan,3/10/2021,94386,3/10/2021,1,874,2156.714286
12,Nova Scotia,3/10/2021,42556,3/9/2021,1,2325,1385.714286
46,Manitoba,3/10/2021,94785,3/9/2021,1,2032,2587.857143
13,New Brunswick,3/10/2021,38483,3/7/2021,0,,677.4285714
10,Newfoundland and Labrador,3/10/2021,33621,3/9/2021,1,8864,2451.857143
11,Prince Edward Island,3/10/2021,14189,3/6/2021,0,,287.5714286
61,Northwest Territories,3/10/2021,28208,3/6/2021,0,,1679.142857
62,Nunavut,3/10/2021,15419,3/10/2021,1,476,418.8571429
60,Yukon,3/10/2021,25574,3/10/2021,1,1162,1357.571429
1,Canada,3/11/2021,2719317,3/11/2021,1,89164,100109.7143
24,Quebec,3/11/2021,619060,3/10/2021,1,19227,23390.28571
35,Ontario,3/11/2021,1019407,3/10/2021,1,40610,41769.42857
59,British Columbia,3/11/2021,366791,3/11/2021,1,11451,11944.14286
48,Alberta,3/11/2021,317574,3/10/2021,1,8612,10360
47,Saskatchewan,3/11/2021,95879,3/11/2021,1,1493,2234.714286
12,Nova Scotia,3/11/2021,45149,3/10/2021,1,2593,1668.285714
46,Manitoba,3/11/2021,97783,3/10/2021,1,2998,2796.857143
13,New Brunswick,3/11/2021,38483,3/7/2021,0,,677.4285714
10,Newfoundland and Labrador,3/11/2021,33621,3/9/2021,0,,2451.857143
11,Prince Edward Island,3/11/2021,15226,3/10/2021,1,1037,375.7142857
61,Northwest Territories,3/11/2021,28208,3/6/2021,0,,1204.714286
62,Nunavut,3/11/2021,15762,3/11/2021,1,343,467.8571429
60,Yukon,3/11/2021,26374,3/11/2021,1,800,1315.142857
1,Canada,3/12/2021,2830164,3/12/2021,1,110847,105494.8571
24,Quebec,3/12/2021,648663,3/11/2021,1,29603,25136.14286
35,Ontario,3/12/2021,1062910,3/11/2021,1,43503,44070.14286
59,British Columbia,3/12/2021,380743,3/12/2021,1,13952,12990.57143
48,Alberta,3/12/2021,333379,3/11/2021,1,15805,11156.57143
47,Saskatchewan,3/12/2021,98571,3/12/2021,1,2692,2424.857143
12,Nova Scotia,3/12/2021,46891,3/11/2021,1,1742,1657.142857
46,Manitoba,3/12/2021,99842,3/11/2021,1,2059,2810.142857
13,New Brunswick,3/12/2021,38483,3/7/2021,0,,677.4285714
10,Newfoundland and Labrador,3/12/2021,33621,3/9/2021,0,,1266.285714
11,Prince Edward Island,3/12/2021,15226,3/10/2021,0,,375.7142857
61,Northwest Territories,3/12/2021,28208,3/6/2021,0,,1204.714286
62,Nunavut,3/12/2021,15889,3/12/2021,1,127,356.5714286
60,Yukon,3/12/2021,27738,3/12/2021,1,1364,1368.571429
1,Canada,3/15/2021,3151305,3/15/2021,1,321141,140269.7143
24,Quebec,3/15/2021,744108,3/14/2021,1,95445,36229.14286
35,Ontario,3/15/2021,1191553,3/14/2021,1,128643,58103.57143
59,British Columbia,3/15/2021,409103,3/15/2021,1,28360,15750.28571
48,Alberta,3/15/2021,368124,3/14/2021,1,34745,14556.14286
47,Saskatchewan,3/15/2021,104424,3/15/2021,1,5853,2904.857143
12,Nova Scotia,3/15/2021,48077,3/14/2021,1,1186,1498.142857
46,Manitoba,3/15/2021,106931,3/14/2021,1,7089,3478.857143
13,New Brunswick,3/15/2021,51354,3/14/2021,1,12871,2516.142857
10,Newfoundland and Labrador,3/15/2021,33621,3/9/2021,0,,1266.285714
11,Prince Edward Island,3/15/2021,15648,3/11/2021,1,422,338.1428571
61,Northwest Territories,3/15/2021,32074,3/13/2021,1,3866,1757
62,Nunavut,3/15/2021,16318,3/15/2021,1,429,366.4285714
60,Yukon,3/15/2021,29970,3/15/2021,1,2232,1504.714286
1,Canada,3/16/2021,3271309,3/16/2021,1,120004,145162.1429
24,Quebec,3/16/2021,774600,3/15/2021,1,30492,37731.57143
35,Ontario,3/16/2021,1243132,3/15/2021,1,51579,60345.42857
59,British Columbia,3/16/2021,424517,3/16/2021,1,15414,16187
48,Alberta,3/16/2021,379882,3/15/2021,1,11758,14880.42857
47,Saskatchewan,3/16/2021,108669,3/16/2021,1,4245,3112.857143
12,Nova Scotia,3/16/2021,50144,3/15/2021,1,2067,1638.285714
46,Manitoba,3/16/2021,109875,3/15/2021,1,2944,3562.571429
13,New Brunswick,3/16/2021,51354,3/14/2021,0,,2516.142857
10,Newfoundland and Labrador,3/16/2021,33621,3/9/2021,0,,1266.285714
11,Prince Edward Island,3/16/2021,15999,3/13/2021,1,351,388.2857143
61,Northwest Territories,3/16/2021,32074,3/13/2021,0,,1757
62,Nunavut,3/16/2021,16873,3/16/2021,1,555,423.1428571
60,Yukon,3/16/2021,30569,3/16/2021,1,599,1353.142857
1,Canada,3/17/2021,3422428,3/17/2021,1,151119,136713.2857
24,Quebec,3/17/2021,804806,3/16/2021,1,30206,34357.71429
35,Ontario,3/17/2021,1301334,3/16/2021,1,58202,55549.71429
59,British Columbia,3/17/2021,444140,3/17/2021,1,19623,15830.42857
48,Alberta,3/17/2021,397492,3/16/2021,1,17610,14257.14286
47,Saskatchewan,3/17/2021,112764,3/17/2021,1,4095,2855.428571
12,Nova Scotia,3/17/2021,52352,3/16/2021,1,2208,1844
46,Manitoba,3/17/2021,113275,3/16/2021,1,3400,3192.571429
13,New Brunswick,3/17/2021,53523,3/16/2021,1,2169,2148.571429
10,Newfoundland and Labrador,3/17/2021,46053,3/16/2021,1,12432,3042.285714
11,Prince Edward Island,3/17/2021,15999,3/13/2021,0,,388.2857143
61,Northwest Territories,3/17/2021,32074,3/13/2021,0,,1757
62,Nunavut,3/17/2021,17442,3/17/2021,1,569,396.8571429
60,Yukon,3/17/2021,31174,3/17/2021,1,605,1093.285714
1,Canada,3/18/2021,3566328,3/18/2021,1,143900,146153.5714
24,Quebec,3/18/2021,832469,3/17/2021,1,27663,35920.14286
35,Ontario,3/18/2021,1359453,3/17/2021,1,58119,59417.14286
59,British Columbia,3/18/2021,465584,3/18/2021,1,21444,17457.57143
48,Alberta,3/18/2021,418663,3/17/2021,1,21171,16405.71429
47,Saskatchewan,3/18/2021,118195,3/18/2021,1,5431,3526.142857
12,Nova Scotia,3/18/2021,55176,3/17/2021,1,2824,2135
46,Manitoba,3/18/2021,118069,3/17/2021,1,4794,3616.571429
13,New Brunswick,3/18/2021,54828,3/17/2021,1,1305,2335
10,Newfoundland and Labrador,3/18/2021,46053,3/16/2021,0,,3042.285714
11,Prince Edward Island,3/18/2021,16779,3/17/2021,1,780,370
61,Northwest Territories,3/18/2021,32074,3/13/2021,0,,552.2857143
62,Nunavut,3/18/2021,17811,3/18/2021,1,369,409.7142857
60,Yukon,3/18/2021,31174,3/17/2021,0,,966
1,Canada,3/19/2021,3729312,3/19/2021,1,162984,157022.7143
24,Quebec,3/19/2021,872459,3/18/2021,1,39990,38946.57143
35,Ontario,3/19/2021,1420599,3/18/2021,1,61146,63114.57143
59,British Columbia,3/19/2021,490022,3/19/2021,1,24438,19240.28571
48,Alberta,3/19/2021,439069,3/18/2021,1,20406,18586.71429
47,Saskatchewan,3/19/2021,125062,3/19/2021,1,6867,4382.285714
12,Nova Scotia,3/19/2021,58036,3/18/2021,1,2860,2211.428571
46,Manitoba,3/19/2021,123144,3/18/2021,1,5075,4051.285714
13,New Brunswick,3/19/2021,55668,3/19/2021,1,840,2455
10,Newfoundland and Labrador,3/19/2021,46053,3/16/2021,0,,1776
11,Prince Edward Island,3/19/2021,16779,3/17/2021,0,,370
61,Northwest Territories,3/19/2021,32074,3/13/2021,0,,552.2857143
62,Nunavut,3/19/2021,17997,3/19/2021,1,186,368.2857143
60,Yukon,3/19/2021,32350,3/19/2021,1,1176,968
1,Canada,3/22/2021,4097934,3/22/2021,1,368622,196945.2857
24,Quebec,3/22/2021,966566,3/21/2021,1,94107,49643.71429
35,Ontario,3/22/2021,1553040,3/21/2021,1,132441,76233.28571
59,British Columbia,3/22/2021,539408,3/22/2021,1,49386,24659.57143
48,Alberta,3/22/2021,487493,3/21/2021,1,48424,24274.14286
47,Saskatchewan,3/22/2021,144171,3/22/2021,1,19109,6898.857143
12,Nova Scotia,3/22/2021,58036,3/18/2021,0,,1841
46,Manitoba,3/22/2021,136329,3/19/2021,1,13185,5506.571429
13,New Brunswick,3/22/2021,63195,3/22/2021,1,7527,3530.285714
10,Newfoundland and Labrador,3/22/2021,46053,3/16/2021,0,,1776
11,Prince Edward Island,3/22/2021,16779,3/17/2021,0,,221.8571429
61,Northwest Territories,3/22/2021,35397,3/20/2021,1,3323,1027
62,Nunavut,3/22/2021,18327,3/22/2021,1,330,366.4285714
60,Yukon,3/22/2021,33140,3/22/2021,1,790,966.5714286
1,Canada,3/23/2021,4223272,3/23/2021,1,125338,199015.4286
24,Quebec,3/23/2021,993102,3/22/2021,1,26536,49205.57143
35,Ontario,3/23/2021,1603699,3/22/2021,1,50659,77255.57143
59,British Columbia,3/23/2021,557508,3/23/2021,1,18100,25252.14286
48,Alberta,3/23/2021,497280,3/22/2021,1,9787,23414.42857
47,Saskatchewan,3/23/2021,149209,3/23/2021,1,5038,7234
12,Nova Scotia,3/23/2021,66287,3/22/2021,1,8251,2770.857143
46,Manitoba,3/23/2021,139591,3/22/2021,1,3262,5678.428571
13,New Brunswick,3/23/2021,64352,3/23/2021,1,1157,3695.571429
10,Newfoundland and Labrador,3/23/2021,46053,3/16/2021,0,,1776
11,Prince Edward Island,3/23/2021,18632,3/20/2021,1,1853,486.5714286
61,Northwest Territories,3/23/2021,35397,3/20/2021,0,,1027
62,Nunavut,3/23/2021,18719,3/23/2021,1,392,404.2857143
60,Yukon,3/23/2021,33443,3/23/2021,1,303,815
1,Canada,3/24/2021,4393876,3/24/2021,1,170604,177510.1429
24,Quebec,3/24/2021,1024713,3/23/2021,1,31611,40086.42857
35,Ontario,3/24/2021,1676150,3/23/2021,1,72451,69228.14286
59,British Columbia,3/24/2021,582634,3/24/2021,1,25126,24790.14286
48,Alberta,3/24/2021,512248,3/23/2021,1,14968,20589.14286
47,Saskatchewan,3/24/2021,151507,3/24/2021,1,2298,6726.142857
12,Nova Scotia,3/24/2021,71733,3/23/2021,1,5446,3379.428571
46,Manitoba,3/24/2021,146529,3/23/2021,1,6938,5656.857143
13,New Brunswick,3/24/2021,66386,3/24/2021,1,2034,2147.428571
10,Newfoundland and Labrador,3/24/2021,55231,3/23/2021,1,9178,3087.142857
11,Prince Edward Island,3/24/2021,18632,3/20/2021,0,,426.2857143
61,Northwest Territories,3/24/2021,35397,3/20/2021,0,,474.7142857
62,Nunavut,3/24/2021,19113,3/24/2021,1,394,399.2857143
60,Yukon,3/24/2021,33603,3/24/2021,1,160,519
1,Canada,3/25/2021,4583950,3/25/2021,1,190074,187520.1429
24,Quebec,3/25/2021,1065823,3/24/2021,1,41110,41603.28571
35,Ontario,3/25/2021,1755596,3/24/2021,1,79446,73209.14286
59,British Columbia,3/25/2021,610671,3/25/2021,1,28037,26593.42857
48,Alberta,3/25/2021,532171,3/24/2021,1,19923,21755.57143
47,Saskatchewan,3/25/2021,155754,3/25/2021,1,4247,6726.428571
12,Nova Scotia,3/25/2021,77431,3/24/2021,1,5698,3898.142857
46,Manitoba,3/25/2021,152339,3/24/2021,1,5810,6066.285714
13,New Brunswick,3/25/2021,69960,3/25/2021,1,3574,2658
10,Newfoundland and Labrador,3/25/2021,55231,3/23/2021,0,,3087.142857
11,Prince Edward Island,3/25/2021,20258,3/24/2021,1,1626,608.4285714
61,Northwest Territories,3/25/2021,35397,3/20/2021,0,,474.7142857
62,Nunavut,3/25/2021,19494,3/25/2021,1,381,374.4285714
60,Yukon,3/25/2021,33825,3/25/2021,1,222,465.1428571
1,Canada,3/26/2021,4800931,3/26/2021,1,216981,196929
24,Quebec,3/26/2021,1121958,3/25/2021,1,56135,45307.42857
35,Ontario,3/26/2021,1838592,3/25/2021,1,82996,76751.14286
59,British Columbia,3/26/2021,637856,3/26/2021,1,27185,27673.71429
48,Alberta,3/26/2021,558763,3/25/2021,1,26592,23038.71429
47,Saskatchewan,3/26/2021,162695,3/26/2021,1,6941,7133
12,Nova Scotia,3/26/2021,83148,3/25/2021,1,5717,4399.428571
46,Manitoba,3/26/2021,157399,3/25/2021,1,5060,6303.428571
13,New Brunswick,3/26/2021,75962,3/26/2021,1,6002,3205.571429
10,Newfoundland and Labrador,3/26/2021,55231,3/23/2021,0,,1311.142857
11,Prince Edward Island,3/26/2021,20258,3/24/2021,0,,608.4285714
61,Northwest Territories,3/26/2021,35397,3/20/2021,0,,474.7142857
62,Nunavut,3/26/2021,19669,3/26/2021,1,175,318.1428571
60,Yukon,3/26/2021,34003,3/26/2021,1,178,404.1428571
1,Canada,3/29/2021,5300964,3/29/2021,1,500033,247805.1429
24,Quebec,3/29/2021,1261855,3/28/2021,1,139897,61340.85714
35,Ontario,3/29/2021,2031735,3/28/2021,1,193143,96040.28571
59,British Columbia,3/29/2021,699092,3/29/2021,1,61236,33358.28571
48,Alberta,3/29/2021,608032,3/28/2021,1,49269,27052.71429
47,Saskatchewan,3/29/2021,179800,3/29/2021,1,17105,8800.714286
12,Nova Scotia,3/29/2021,89194,3/28/2021,1,6046,4859.714286
46,Manitoba,3/29/2021,173548,3/28/2021,1,16149,7925.571429
13,New Brunswick,3/29/2021,90182,3/28/2021,1,14220,5050.571429
10,Newfoundland and Labrador,3/29/2021,55231,3/23/2021,0,,1311.142857
11,Prince Edward Island,3/29/2021,20258,3/24/2021,0,,497
61,Northwest Territories,3/29/2021,37655,3/27/2021,1,2258,797.2857143
62,Nunavut,3/29/2021,20001,3/29/2021,1,332,312.8571429
60,Yukon,3/29/2021,34381,3/29/2021,1,378,458.1428571
1,Canada,3/30/2021,5470884,3/30/2021,1,169920,248796
24,Quebec,3/30/2021,1305840,3/29/2021,1,43985,61911.57143
35,Ontario,3/30/2021,2102380,3/29/2021,1,70645,97397.28571
59,British Columbia,3/30/2021,724193,3/30/2021,1,25101,33453
48,Alberta,3/30/2021,620009,3/29/2021,1,11977,25848.57143
47,Saskatchewan,3/30/2021,184436,3/30/2021,1,4636,8482
12,Nova Scotia,3/30/2021,94373,3/29/2021,1,5179,5191
46,Manitoba,3/30/2021,178281,3/29/2021,1,4733,7876.714286
13,New Brunswick,3/30/2021,91377,3/29/2021,1,1195,5101.285714
10,Newfoundland and Labrador,3/30/2021,55231,3/23/2021,0,,1311.142857
11,Prince Edward Island,3/30/2021,21712,3/27/2021,1,1454,704.7142857
61,Northwest Territories,3/30/2021,37655,3/27/2021,0,,797.2857143
62,Nunavut,3/30/2021,20569,3/30/2021,1,568,367.4285714
60,Yukon,3/30/2021,34828,3/30/2021,1,447,354
1,Canada,3/31/2021,5690380,3/31/2021,1,219496,227492.2857
24,Quebec,3/31/2021,1349326,3/30/2021,1,43486,54680
